,ID,full_name,club,age,league,height_cm,weight_kg,puntaje_global,potencia,ritmo,disparos,pases,amagues,defensa,físico
15757,240970,Martín Payero,Banfield,18,Argentinian Superliga,182.0,78.0,bajo,77,63,49,56,57,52,61
15758,227148,Federico Bonansea,Belgrano de Córdoba,19,Argentinian Superliga,185.0,78.0,bajo,71,63,52,51,62,38,53
15805,240228,Claudio Velásquez,Jaguares Fútbol Club,31,Colombian Primera A,180.0,60.0,bajo,58,58,61,41,56,19,41
15806,232549,Marcos Peano,Unión de Santa Fe,18,Argentinian Superliga,188.0,80.0,bajo,72,58,56,57,61,27,58
15846,232826,Francis Mac Allister,Argentinos Juniors,21,Argentinian Superliga,176.0,72.0,bajo,67,69,43,56,60,47,56
15847,234106,Nicolás Giménez,Rosario Central,20,Argentinian Superliga,182.0,75.0,bajo,71,65,37,49,52,57,64
15855,225918,Lucas Giovagnoli,Newell's Old Boys,23,Argentinian Superliga,180.0,78.0,bajo,65,55,59,49,56,33,58
15859,241024,Matías Ruiz Díaz,Estudiantes de La Plata,20,Argentinian Superliga,175.0,70.0,bajo,69,65,30,38,56,60,53
15862,233090,Joaquín Torres,Newell's Old Boys,20,Argentinian Superliga,177.0,70.0,bajo,69,72,47,52,62,33,56
15908,241046,Jonás Romero,Atlético Tucumán,16,Argentinian Superliga,170.0,65.0,bajo,82,76,57,48,57,27,45
15913,240796,Manuel Roffo,Boca Juniors,17,Argentinian Superliga,183.0,80.0,bajo,81,58,61,56,61,26,55
15917,240800,Franco Malagueño,Talleres de Cordoba,18,Argentinian Superliga,167.0,68.0,bajo,72,60,33,41,56,59,50
15925,241064,Mateo Carabajal,Arsenal de Sarandí,20,Argentinian Superliga,175.0,68.0,bajo,67,63,29,38,42,61,51
15946,233916,Lucio Chiappero,Defensa y Justicia,23,Argentinian Superliga,183.0,75.0,bajo,63,58,51,53,57,43,59
15956,239298,Alejandro Montiel,Atlético Tucumán,23,Argentinian Superliga,179.0,71.0,bajo,64,54,28,33,37,62,56
15959,232646,Claudio Bravo,Banfield,20,Argentinian Superliga,171.0,74.0,bajo,69,67,44,46,59,60,57
15990,227548,Facundo Melivilo,Defensa y Justicia,25,Argentinian Superliga,185.0,79.0,bajo,60,54,61,50,61,27,69
16025,240876,Matías Nani,Temperley,19,Argentinian Superliga,189.0,85.0,bajo,72,66,31,40,47,59,58
16099,240152,Agustin Gómez,AIK Solna,20,Swedish Allsvenskan,187.0,84.0,bajo,65,61,25,38,40,57,66
16100,241176,Lucas Vera,Club Atlético Lanús,20,Argentinian Superliga,164.0,60.0,bajo,65,60,45,59,55,47,43
16126,240687,Lucas Lescano,Chacarita Juniors,17,Argentinian Superliga,180.0,72.0,bajo,77,61,57,46,56,27,52
16130,231219,Braian Rivero,Newell's Old Boys,21,Argentinian Superliga,178.0,74.0,bajo,67,66,40,53,57,54,60
16137,240440,Joaquín Ibáñez,Chacarita Juniors,21,Argentinian Superliga,166.0,65.0,bajo,67,62,47,57,58,43,50
16150,228416,Germán Ferreyra,Arsenal de Sarandí,21,Argentinian Superliga,178.0,74.0,bajo,69,66,42,52,49,55,63
16156,239685,Kevin Genaro,Patriotas Boyacá FC,25,Colombian Primera A,186.0,90.0,bajo,60,48,56,40,48,21,64
16158,233030,Franco Pizzicanella,Atlético Tucumán,21,Argentinian Superliga,183.0,84.0,bajo,65,56,58,60,55,34,52
16210,241001,Fran Brener,Belgrano de Córdoba,19,Argentinian Superliga,170.0,69.0,bajo,70,64,61,48,65,30,43
16229,229238,Tomás Figueroa,Vélez Sarsfield,22,Argentinian Superliga,180.0,73.0,bajo,64,58,55,62,59,22,55
16235,235128,Nicolás Maná,San Martín de San Juan,23,Argentinian Superliga,178.0,79.0,bajo,61,62,58,41,50,21,59
16305,235946,Sebastián Lomónaco,Arsenal de Sarandí,18,Argentinian Superliga,178.0,73.0,bajo,73,61,53,45,56,22,51
16315,235952,Arián Pucheta,San Martín de San Juan,22,Argentinian Superliga,180.0,84.0,bajo,64,51,24,31,40,58,58
16321,236725,Facundo Britos,Unión de Santa Fe,21,Argentinian Superliga,179.0,74.0,bajo,67,65,44,55,54,60,70
16324,238518,Franco Pardo,Belgrano de Córdoba,20,Argentinian Superliga,183.0,80.0,bajo,68,63,32,33,36,58,60
16408,234216,Nicolás Herranz,Bahía Blanca,23,Argentinian Superliga,183.0,77.0,bajo,65,58,28,34,41,57,57
16437,237820,Gianluca Mancuso,Vélez Sarsfield,19,Argentinian Superliga,179.0,74.0,bajo,69,69,52,56,61,50,57
16448,237575,Jerónimo Pourtau,Estudiantes de La Plata,17,Argentinian Superliga,191.0,87.0,bajo,75,56,58,55,62,17,53
16509,240956,Matías Melluso,Gimnasia y Esgrima La Plata,19,Argentinian Superliga,178.0,72.0,bajo,71,61,35,37,55,60,54
16545,240983,Maximiliano Díaz,Club Atlético Tigre,27,Argentinian Superliga,194.0,90.0,bajo,59,51,53,53,55,25,61
16578,232817,Ignacio Chicco,Colon de Santa Fe,21,Argentinian Superliga,185.0,80.0,bajo,70,56,59,52,53,32,56
16580,241012,Leonel Piedrabuena,Racing Club de Avellaneda,17,Argentinian Superliga,180.0,69.0,bajo,74,59,54,52,59,26,53
16585,236664,Leonel Rivas,Rosario Central,17,Argentinian Superliga,172.0,62.0,bajo,78,84,48,53,60,33,40
16596,241022,Juan Ignacio Díaz,Estudiantes de La Plata,19,Argentinian Superliga,175.0,70.0,bajo,69,57,30,32,37,58,51
16609,226698,Nicolás Giménez,Talleres de Cordoba,21,Argentinian Superliga,179.0,77.0,bajo,66,69,55,55,56,50,70
16625,236701,Joaquín Rikemberg,Belgrano de Córdoba,18,Argentinian Superliga,169.0,66.0,bajo,74,71,54,50,61,19,44
16632,236961,Tomás Attis,Belgrano de Córdoba,17,Argentinian Superliga,180.0,78.0,bajo,73,62,55,45,52,21,55
16652,215986,Nicolás Benavidez,Gimnasia y Esgrima La Plata,25,Argentinian Superliga,172.0,65.0,bajo,59,72,28,34,48,57,54
16653,238514,Agustín Verdugo,Godoy Cruz,19,Argentinian Superliga,169.0,68.0,bajo,67,65,41,60,56,52,49
16709,238298,Marcelo Miño,Rosario Central,19,Argentinian Superliga,184.0,80.0,bajo,73,61,56,49,58,17,46
16722,241123,Federico Antúnez,Temperley,18,Argentinian Superliga,177.0,72.0,bajo,71,71,57,46,56,20,51
16732,240362,Agustín Bolivar,Gimnasia y Esgrima La Plata,21,Argentinian Superliga,173.0,73.0,bajo,65,62,41,54,55,52,57
16851,238194,Nahuel Bustos,Talleres de Cordoba,18,Argentinian Superliga,176.0,75.0,bajo,72,74,58,44,57,19,44
16888,238228,Lucas Mulazzi,Temperley,17,Argentinian Superliga,182.0,80.0,bajo,73,53,29,34,36,54,62
16922,226732,Federico Urraburo,San Martín de San Juan,26,Argentinian Superliga,189.0,91.0,bajo,59,51,52,58,53,18,60
16986,241121,Fernando Asmar,Temperley,17,Argentinian Superliga,170.0,69.0,bajo,69,74,30,39,51,51,51
17086,239171,Enzo Martinez,Gimnasia y Esgrima La Plata,20,Argentinian Superliga,172.0,72.0,bajo,62,55,45,57,54,47,55
17088,237125,Valentín Barbero,Belgrano de Córdoba,16,Argentinian Superliga,183.0,75.0,bajo,72,74,45,50,54,23,45
17132,232818,Mateo Hernández,Colon de Santa Fe,18,Argentinian Superliga,173.0,66.0,bajo,69,61,34,51,59,49,57
17245,241137,Franco Vivas,Vercelli,20,Italian Serie B,174.0,65.0,bajo,63,67,50,44,60,21,42
17305,227379,Franco Sosa,Temperley,17,Argentinian Superliga,171.0,72.0,bajo,75,82,50,38,56,24,58
17336,240989,Julián Lucero,Temperley,22,Argentinian Superliga,182.0,73.0,bajo,61,61,44,52,55,29,51
17466,236527,Santiago Cáseres,Vélez Sarsfield,20,Argentinian Superliga,177.0,77.0,bajo,67,67,51,52,57,52,59
17544,232816,Alejandro Rivero,Arsenal de Sarandí,19,Argentinian Superliga,186.0,81.0,bajo,64,59,48,53,49,21,48
17582,240291,Kevin Humeler,Talleres de Cordoba,20,Argentinian Superliga,187.0,82.0,bajo,64,50,58,52,51,20,52
17721,236431,Emanuel Alarcón,Club Atlético Patronato,24,Argentinian Superliga,183.0,75.0,bajo,58,56,55,55,49,26,44
17912,240975,Camilo Veloz,Gimnasia y Esgrima La Plata,19,Argentinian Superliga,186.0,83.0,bajo,59,49,46,47,51,34,49
